,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecPop,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,MVConnectDist,Pop2025,NewConnections2025,NumPeoplePerHH,EnergyPerSettlement2025,TotalEnergyPerCell,MG_Hydro2025,MG_PV2025,MG_Wind2025,MG_Diesel2025,SA_Diesel2025,SA_PV2025,Hybrid_Cost,Hybrid_Transmission_Cost,Hybrid_NPC,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Off_Grid_Code2025,Elec_Initial_Status_Grid2025,Elec_Init_Status_Offgrid2025,Actual_Elec_Status_2025,Grid_extension2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,MinimumOverallCode2025,InvestmentCost2025,ElecStatusIn2025,GridElecIn2025,OffGridElecIn2025,FinalElecCode2025,NewCapacity2025,InvestmentCostLV2025,InvestmentCostMV2025,InvestmentCostHV2025,InvestmentCostTransformer2025,InvestmentCostConnection2025,HouseHolds
17458,-1,Bolivia,1,1,17459,221.640877,-7279.201376000001,-1877.512536,-65.39017852,-16.73335758,8,0,1,0.0,226,0.724064,2,0,0,1721,1,2.10560417,193,31.292032199999998,8108790,27.853,27.853,3.8289999999999997,3.533,32.382,0,7.060071499999999,0,0.016,2,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,3.391779979,0.016,0,1,1,2,2012,4,1,4,5,5,3.85,1.102740091,0.000347973,211.98624869999998,255.05597319999998,242.3031745,211.98624869999998,3.533,0.0,255.05597319999998,251.66419322099998,3.41909407774657,23820.578617053616,24141.618176187752,99.0,0.7868878636164873,99.0,0.7667443426893159,0.6130007330376518,0.49292584363609343,[0.42237937],68814.93143246649,[210822.44842711],SA_PV2025,0.49292584363609343,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.49292584363609343,3.0,77971.67899054932,1,0,1,3.0,15.379029386696116,52490.240176526386,0.0,0.0,10000,9324.691255940093,74.59753004752075
17460,-1,Bolivia,1,1,17461,109.00371000000001,-7264.830281999999,-1877.825957,-65.26108079,-16.73607051,2,0,1,0.0,224,2.0199747,2,0,0,1740,1,2.16377401,193,35.8233223,8108790,29.49,29.49,5.347,0.011000000000000001,32.293,0,9.953265199999999,0,0.0,0,94.65223607,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223607,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,4,1,4,5,5,3.85,1.102740091,0.000470233,104.2555322,125.4373639,119.1654957,104.2555322,0.011000000000000001,0.0,125.4373639,125.4373639,3.41909407774657,11872.926979861295,11872.926979861295,99.0,0.9804461676261199,99.0,0.9532231578010472,0.452108561814393,0.48754332005615897,[0.44781291],49520.16904788471,[141311.4052221],SA_Diesel2025,0.452108561814393,2.0,0,0,0,99.0,0.0,0,SA_Diesel2025,0.452108561814393,2.0,6722.629598865367,1,0,1,2.0,5.421427844685523,37934.25531431642,0.0,0.0,10000,4585.913733568289,36.687309868546315
17470,-1,Bolivia,1,1,17471,141.704823,-7313.931334999999,-1910.9756,-65.70216305,-17.02278768,3,0,1,0.0,618,3.0063376,2,0,0,1516,1,1.23304915,203,28.324378999999997,9727050,5.207000000000001,5.207000000000001,4.955,4.955,17.422,0,5.1586989999999995,0,0.0,0,106.16268201,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,11.51044598,0.0,0,0,0.0,0.0,0,0,0,99,2012,4,1,4,4,5,3.7,1.08924436,5.320000000000001e-09,135.5321918,163.068573,154.9151444,135.5321918,4.955,0.0,163.068573,163.068573,3.41909407774657,17311.79706122347,17311.79706122347,99.0,0.8836178335062905,99.0,0.8106270508370073,0.4789239236849362,0.5595813831779133,[0.44550812],55686.15675680134,[167554.03501135],SA_Diesel2025,0.4789239236849362,2.0,0,0,0,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,9802.199536031425,1,0,1,2.0,7.904930164942225,42724.468905721726,0.0,0.0,10000,5961.687851079619,47.69350280863695
17475,-1,Bolivia,1,1,17476,145.33828,-7263.181128,-1887.9547920000002,-65.24626619,-16.82372332,2,0,1,0.0,223,0.5020619000000001,2,0,0,1729,1,2.18456054,193,28.762298600000005,8108790,20.125999999999998,20.125999999999998,2.7569999999999997,2.171,22.296999999999997,0,11.422769500000001,0,0.05,2,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,6.95036881,0.05,0,1,1,2,2012,3,1,4,5,5,3.7,1.08924436,0.000520781,139.00737619999998,167.2498185,158.8873276,139.00737619999998,2.171,0.0,167.2498185,160.29944969000002,3.41909407774657,15172.701347536991,15830.56929663666,99.0,0.9121279188585186,99.0,0.8842672822194776,0.4521085618143933,0.559354768175423,[0.4367169],56335.38712524534,[163305.71244523],SA_Diesel2025,0.4521085618143933,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4521085618143933,2.0,8591.011411651774,1,0,1,2.0,6.92817413129543,43220.835481706265,0.0,0.0,10000,6114.551643539073,48.916413148312586
17488,-1,Bolivia,1,1,17489,94.469882,-7312.9314079999995,-1867.487502,-65.69318055,-16.64656158,2,0,1,0.0,235,0.5120042,2,0,0,1676,1,1.90235412,193,50.6460228,8108790,41.669,41.669,1.771,0.015,50.23,0,0.7377666,0,0.038,2,111.91790499,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,17.26566896,0.0,0,0,3.433482192,0.038,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,9.77e-05,90.35479453,108.712382,103.27676290000001,90.35479453,0.015,0.0,108.712382,105.278899808,3.41909407774657,11782.593906163473,12166.862039912587,99.0,0.9594870504409154,99.0,0.9200653424688989,0.45210856181439313,0.5061607260726233,[0.45497273],46549.046134767654,[134128.06495975],SA_Diesel2025,0.45210856181439313,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.45210856181439313,2.0,6671.4816556473625,1,0,1,2.0,5.38017986582807,35574.58756738124,0.0,0.0,10000,3974.4585673864126,31.795668539091302
17491,-1,Bolivia,1,1,17492,159.872108,-7293.4911409999995,-1883.2010719999998,-65.51854567,-16.78259072,4,0,1,0.0,239,0.724064,2,0,0,1698,1,1.83635044,193,27.3217716,8108790,26.256999999999998,26.256999999999998,2.053,0.008,27.436,0,4.8296633,0,0.045,2,94.65223602,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223602,0,0,0.0,0.0,0,0,6.880865122,0.045,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,5.9e-05,152.9081138,183.9748003,174.7760603,152.9081138,0.008,0.0,183.9748003,177.093935178,3.41909407774657,16762.336950178636,17413.62621972797,99.0,0.8874545019299284,99.0,0.8562291948622339,0.5057392855554793,0.49960269546390845,[0.43507584],58872.818520810746,[173828.41663999],SA_PV2025,0.49960269546390845,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.49960269546390845,3.0,55611.20817786002,1,0,1,3.0,10.968680113976335,45146.81171474574,0.0,0.0,10000,6726.00680606501,53.80805444852008
17492,-1,Bolivia,1,1,17493,98.103339,-7256.416401,-1882.79675,-65.18549761,-16.77909182,6,0,1,0.0,222,1.3655325,2,0,0,1742,1,2.27814221,193,37.1991386,8108790,25.393,25.393,7.895,5.2989999999999995,25.499000000000002,0,17.422781,0,0.0,0,152.03674564,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,16.62619974,40.75830987,0,0,0.0,0.0,0,0,0,99,2012,3,1,4,5,5,3.7,1.08924436,0.000798694,93.82997894,112.8936275,107.24894609999998,93.82997894,5.2989999999999995,0.0,112.8936275,112.8936275,3.41909407774657,17163.979728594408,17163.979728594408,99.0,0.7623461695456224,99.0,0.7445774276155197,0.5593700092965654,0.4869835688276217,[0.45439599],47307.93245709879,[136961.84175578],SA_PV2025,0.4869835688276217,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.4869835688276217,3.0,55505.40708251924,1,0,1,3.0,10.947812047834168,36180.610097252924,0.0,0.0,10000,4127.322359845866,33.01857887876693
17495,-1,Bolivia,1,1,17496,210.740506,-7317.825717000001,-1906.748098,-65.73714688,-16.98624782,1,0,1,0.0,740,22.5515003,2,0,0,1510,1,1.26014221,203,33.1103363,9727050,10.084,10.084,9.991,9.991,20.167,0,10.2963524,0,0.0,0,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,3,1,4,4,3,2.95,1.04246179,1.1200000000000001e-08,201.5606955,242.5122368,230.386625,201.5606955,9.991,0.0,242.5122368,242.5122368,3.41909407774657,22954.32547775685,22954.32547775685,99.0,0.8402855500349579,99.0,0.7645255748734346,0.42529319994385,0.5618048853627264,[0.4266259],67142.98010571921,[206255.54900208],SA_Diesel2025,0.42529319994385,2.0,0,0,0,99.0,0.0,0,SA_Diesel2025,0.42529319994385,2.0,12997.083881716953,1,0,1,2.0,10.481427158793082,51276.88022350153,0.0,0.0,10000,8866.099882217672,70.92879905774137
17505,-1,Bolivia,1,1,17506,319.744216,-7264.278254000001,-1874.6696329999997,-65.25612184,-16.70874799,2,0,1,0.0,218,1.6062183,2,0,0,1744,1,2.18458819,193,38.830608399999996,8108790,32.641,32.641,7.249,0.012,35.104,0,12.0901222,0,0.14800000000000002,3,94.65223605,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223605,0,0,0.0,0.0,0,0,45.26080169,0.14800000000000002,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.000520851,305.81622769999996,367.94960069999996,349.5521206,305.81622769999996,0.012,0.0,367.94960069999996,322.68879900999997,3.41909407774657,30543.21637458552,34827.25245995964,99.0,0.7546876225803157,99.0,0.733081640532579,0.452108561814393,0.5545438039996021,[0.39992345],82741.28053360309,[260728.12615268],SA_Diesel2025,0.452108561814393,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.452108561814393,2.0,17294.027899996127,1,0,1,2.0,13.946674143646357,62289.266917817135,0.0,0.0,10000,13452.013615785958,107.61610892628767
17519,-1,Bolivia,1,1,17520,145.33828,-7314.1079310000005,-1863.5343309999998,-65.70374944,-16.61232436,5,0,1,0.0,241,0.9525322,2,0,0,1690,1,1.92506433,193,54.55632779999999,8108790,45.778,45.778,3.74,2.12,54.188,0,3.1968033,0,0.1,2,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,13.90073762,0.1,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,0.000114901,139.00737619999998,167.2498185,158.8873276,139.00737619999998,2.12,0.0,167.2498185,153.34908088,3.41909407774657,14514.83339843732,15830.56929663666,99.0,0.9458895287118851,99.0,0.91289545113407,0.5325546474260223,0.5722629551333174,[0.44015882],56335.38712524534,[166151.70214725],SA_Diesel2025,0.5325546474260223,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5325546474260223,2.0,8218.516697057483,1,0,1,2.0,6.627777807505626,43220.835481706265,0.0,0.0,10000,6114.551643539073,48.916413148312586
17520,-1,Bolivia,1,1,17521,170.772479,-7271.150059999999,-1875.5450239999998,-65.31785232,-16.71632615,4,0,1,0.0,212,0.0,2,0,0,1737,1,2.1635561,193,35.1495552,8108790,30.124000000000002,30.124000000000002,3.715,0.055,36.585,0,7.068749,0,0.064,3,104.203457139,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223601,0,0,9.551221129,0.0,0,0,10.45335469,0.064,0,1,1,3,2012,4,1,4,5,5,3.85,1.102740091,0.000469723,163.333667,196.5185367,186.6926099,163.333667,0.055,0.0,196.5185367,186.06518201,3.41909407774657,19388.63521863927,20477.910916037446,99.0,0.8211015254180963,99.0,0.7989254607279176,0.5057392855554794,0.48838536378682607,[0.43088648],60719.01840801856,[179078.43983687],SA_PV2025,0.48838536378682607,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.48838536378682607,3.0,62880.04897236684,1,0,1,3.0,12.40237652314928,46534.42022823112,0.0,0.0,10000,7184.598179787433,57.476785438299466
17528,-1,Bolivia,1,1,17529,145.33828,-7268.270434,-1893.4709699999999,-65.2919842,-16.87144192,2,0,1,0.0,234,1.7329023000000001,2,0,0,1715,1,2.10669303,193,21.2610111,8108790,13.797,13.797,3.377,0.006999999999999999,20.656,0,7.0827384,0,0.175,2,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,24.32629084,0.175,0,1,1,2,2012,4,1,4,5,5,3.85,1.102740091,0.000350016,139.00737619999998,167.2498185,158.8873276,139.00737619999998,0.006999999999999999,0.0,167.2498185,142.92352766,3.41909407774657,13528.031474314552,15830.56929663666,99.0,0.9843804491819702,99.0,0.9522438941117878,0.45210856181439313,0.5639209295482837,[0.43717729],56335.38712524534,[163686.29514444],SA_Diesel2025,0.45210856181439313,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.45210856181439313,2.0,7659.774624898075,1,0,1,2.0,6.177183321604818,43220.835481706265,0.0,0.0,10000,6114.551643539073,48.916413148312586
17529,-1,Bolivia,1,1,17530,279.776189,-7284.513123000001,-1865.0934140000002,-65.43789476,-16.62582785,19,0,1,0.0,213,2.8254185,2,0,0,1732,1,2.09145427,172,41.4199867,3438760,40.605,40.605,8.629,0.16399999999999998,44.253,0,20.0764465,0,0.221,3,100.48220217299999,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,5.829966142999999,0.0,0,0,59.13721302,0.221,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.000322219,267.5891992,321.9559006,305.85810560000004,267.5891992,0.16399999999999998,0.0,321.9559006,262.81868758,3.41909407774657,26408.60050025608,32350.83789487949,99.0,0.7904734000922595,99.0,0.784428858810966,0.9079697136136258,0.5583859088771974,[0.41893358],77279.70951785338,[249344.20822088],SA_PV2025,0.5583859088771974,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5583859088771974,3.0,97922.57562963826,1,0,1,3.0,16.941622081252298,58509.19760449766,0.0,0.0,10000,11770.511913355722,94.16409530684578
17538,-1,Bolivia,1,1,17539,214.37396299999997,-7296.093606999999,-1920.930346,-65.54192401,-17.10880167,1,0,1,0.0,753,4.0547509,2,0,0,1344,1,1.0750457,203,11.0641041,9727050,9.861,9.861,7.702999999999999,7.285,15.933,0,9.5791578,0,0.11900000000000001,3,105.25699337100001,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,97.64839349,0,0,7.608599881,0.0,0,0,24.39926971,0.11900000000000001,0,1,1,3,2012,4,1,4,4,5,3.7,1.08924436,1.96e-11,205.0358799,246.69348230000003,234.35880809999998,205.0358799,7.285,0.0,246.69348230000003,222.29421259000003,3.41909407774657,23398.0204609973,25966.21423112001,99.0,0.8836207887226297,99.0,0.7597815295293311,0.42529319994385,0.63119447685842,[0.43129127],67703.71075044201,[212816.90908274],SA_Diesel2025,0.42529319994385,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.42529319994385,2.0,13248.31064595628,1,0,1,2.0,10.684027607761324,51684.747075764884,0.0,0.0,10000,9018.963674677127,72.15170939741701
17547,-1,Bolivia,1,1,17548,123.53753799999998,-7294.949706999999,-1891.5425940000002,-65.53164819,-16.85476157,3,0,1,0.0,254,1.4374216999999998,2,0,0,1664,1,1.66841936,193,20.622591,8108790,17.919,17.919,2.963,2.237,20.314,0,3.3001256000000003,0,0.08800000000000001,2,94.65223605,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223605,0,0,0.0,0.0,0,0,10.39775174,0.08800000000000001,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,1.23e-05,118.15626979999999,142.1623457,135.0542284,118.15626979999999,2.237,0.0,142.1623457,131.76459396,3.41909407774657,12471.813450534326,13455.983902618103,99.0,0.9998639064534167,99.0,0.9581887122120885,0.4789239236849362,0.5098109236164162,[0.44623775],52338.560238467006,[152743.10573174],SA_Diesel2025,0.4789239236849362,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,7061.728114415538,1,0,1,2.0,5.694891986545354,40141.191342372775,0.0,0.0,10000,5197.368896094227,41.57895116875382
17548,-1,Bolivia,1,1,17549,90.836425,-7323.258357,-1853.636891,-65.78594912,-16.52657855,14,0,1,0.0,284,3.2379458,2,0,0,1697,1,2.29159236,174,46.658222200000004,5391300,57.756,57.756,5.763,3.8169999999999997,67.487,0,9.2794085,0,0.04,2,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,3.475184405,0.04,0,1,1,2,2012,4,1,4,5,5,3.85,1.102740091,0.0008459610000000001,86.87961013,104.5311366,99.30457972,86.87961013,3.8169999999999997,0.0,104.5311366,101.055952195,3.41909407774657,9565.171839397537,9894.105813947372,99.0,1.0836890135464776,99.0,1.0589953077744763,0.7738929042609105,0.49989709893795903,[0.46421756],45778.389105312075,[138441.70807437],SA_PV2025,0.49989709893795903,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.49989709893795903,3.0,31752.387367082767,1,0,1,3.0,6.262798297254984,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
17553,-1,Bolivia,1,1,17554,185.306307,-7273.400355,-1868.380565,-65.33806706,-16.65429527,8,1,1,0.11562180000000001,222,1.1225296999999999,2,0,0,1737,1,2.29533195,172,39.9463081,3438760,37.045,37.045,11.224,0.10300000000000001,42.615,0,13.7142038,0,0.961,3,103.454341794,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223605,0,0,8.802105744,0.0,0,0,170.3222629,0.961,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.000859451,177.23440469999997,213.2435186,202.5813426,177.23440469999997,0.10300000000000001,0.0,213.2435186,42.92125569999999,3.41909407774657,4440.39025741547,22060.967858599597,99.0,2.5266090911337282,99.0,2.4721200719683276,0.6130007330376518,1.0644296390225692,[0.43009854],63113.44681001301,[189805.95226631],SA_Diesel2025,0.6130007330376518,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.6130007330376518,2.0,2514.215662712968,1,0,1,2.0,2.0275754600070637,48317.3934640437,0.0,0.0,10000,7796.05334596931,62.36842676775448
17562,-1,Bolivia,1,1,17563,294.310017,-7300.945683,-1890.391796,-65.58551096,-16.84480652,3,0,1,0.0,469,6.7383962,2,0,0,1605,1,2.07852411,193,25.332756,8108790,18.073,18.073,3.7119999999999997,3.347,24.663,0,4.7182154999999995,0,0.062,3,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,17.45237608,0.062,0,1,1,3,2012,5,1,4,5,5,4.0,1.118071038,0.00029995900000000003,281.4899368,338.6808824,321.7468383,281.4899368,3.347,0.0,338.6808824,321.22850631999995,3.41909407774657,30404.996399764983,32056.90281977347,99.0,0.768392094814434,99.0,0.7189636544647721,0.47892392368493625,0.5285516366963965,[0.4091775],79295.18573648624,[251239.89693652],SA_Diesel2025,0.47892392368493625,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.47892392368493625,2.0,17215.765674054783,1,0,1,2.0,13.883559999892686,59913.21866060458,0.0,0.0,10000,12381.96707588166,99.05573660705328
17563,-1,Bolivia,1,1,17564,116.270624,-7296.85093,-1869.743984,-65.54872716,-16.66610151,10,0,1,0.0,219,1.6187117,2,0,0,1703,1,1.88261569,193,41.1034088,8108790,39.119,39.119,1.182,1.182,41.287,0,10.843929300000001,0,0.21899999999999997,3,94.65223606,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223606,0,0,0.0,0.0,0,0,24.35409231,0.21899999999999997,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,8.45e-05,111.205901,133.7998548,127.109862,111.205901,1.182,0.0,133.7998548,109.44576248999999,3.41909407774657,10359.286146970173,12664.455441323324,99.0,1.102784244261419,99.0,1.074494907086234,0.6666314567787383,0.5678945356284829,[0.45235625],50946.61898169478,[151481.81293677],SA_PV2025,0.5678945356284829,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5678945356284829,3.0,39066.14075128049,1,0,1,3.0,6.758847880844375,39054.977666863524,0.0,0.0,10000,4891.641314831258,39.13313051865006
17565,-1,Bolivia,1,1,17566,90.836425,-7313.125472,-1860.522374,-65.69492386,-16.58623457,6,0,1,0.0,265,4.563343,2,0,0,1697,1,2.21608281,193,56.54148860000001,8108790,48.547,48.547,6.841,1.395,56.262,0,6.2829843,0,0.0,0,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,4,1,4,5,5,3.85,1.102740091,0.0006048830000000001,86.87961013,104.5311366,99.30457972,86.87961013,1.395,0.0,104.5311366,104.5311366,3.41909407774657,9894.105813947372,9894.105813947372,99.0,1.059201603187177,99.0,1.0262718149525405,0.5593700092965659,0.49989709893795925,[0.45845913],45778.389105312075,[133679.58796787],SA_PV2025,0.49989709893795925,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.49989709893795925,3.0,32844.311187529085,1,0,1,3.0,6.478167887086605,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
17590,-1,Bolivia,1,1,17591,250.70853300000002,-7296.579226999999,-1902.3398559999998,-65.54628641,-16.94813809,5,0,1,0.0,350,1.5617032,2,0,0,1608,1,1.4177568,193,14.6821032,8108790,7.186,7.186,6.827999999999999,6.827999999999999,13.395,0,6.2919221,0,0.028999999999999998,3,94.65223605,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223605,0,0,0.0,0.0,0,0,6.953843995,0.028999999999999998,0,1,1,3,2012,4,1,4,5,5,3.85,1.102740091,3.5899999999999997e-07,239.78772400000003,288.5059369,274.08064,239.78772400000003,6.827999999999999,0.0,288.5059369,281.552092905,3.41909407774657,26649.53515801559,27307.732041285206,99.0,0.788692039591369,99.0,0.7416875851220621,0.5325546474260224,0.5275655328965899,[0.41814267],73134.77297244284,[228332.38891214],SA_PV2025,0.5275655328965899,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5275655328965899,3.0,93361.76288774118,1,0,1,3.0,18.4145488930456,55587.17138779492,0.0,0.0,10000,10547.60158464791,84.38081267718327
17592,-1,Bolivia,1,1,17593,123.53753799999998,-7297.781585,-1909.0672309999998,-65.55708738,-17.00629384,2,0,1,0.0,419,8.276984200000001,2,0,0,1517,1,0.96268982,203,13.6924124,9727050,0.5529999999999999,0.5529999999999999,0.284,0.284,12.625,0,0.5937385000000001,0,0.0,0,94.65223605,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223605,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,5,1,4,5,5,4.0,1.118071038,5.41e-14,118.15626979999999,142.1623457,135.0542284,118.15626979999999,0.284,0.0,142.1623457,142.1623457,3.41909407774657,13455.983902618103,13455.983902618103,99.0,0.9869301530042688,99.0,0.9108718450878752,0.45210856181439313,0.5592125094909141,[0.45035203],52338.560238467006,[156143.95906013],SA_Diesel2025,0.45210856181439313,2.0,0,0,0,99.0,0.0,0,SA_Diesel2025,0.45210856181439313,2.0,7618.980207579207,1,0,1,2.0,6.14428488704023,40141.191342372775,0.0,0.0,10000,5197.368896094227,41.57895116875382
17598,-1,Bolivia,1,1,17599,178.039393,-7263.4923069999995,-1881.2665510000002,-65.24906155,-16.76584927,3,0,1,0.0,217,0.7309923,2,0,0,1737,1,2.19112372,193,33.6888733,8108790,26.81,26.81,5.43,2.205,28.601999999999997,0,10.365078,0,0.061,3,103.81361143000001,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223606,0,0,9.16137537,0.0,0,0,10.38732619,0.061,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.0005375380000000001,170.28403590000002,204.88102759999998,194.63697630000001,170.28403590000002,2.205,0.0,204.88102759999998,194.49370140999997,3.41909407774657,20191.09354376018,21269.439388645504,99.0,0.8111413078983489,99.0,0.7880841728776224,0.4789239236849362,0.48838536378682595,[0.42830433],61925.332247848586,[182665.50063269],SA_Diesel2025,0.4789239236849362,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,11432.500454266865,1,0,1,2.0,9.21967741724209,47435.006486798186,0.0,0.0,10000,7490.3257610504015,59.922606088403214
17599,-1,Bolivia,1,1,17600,210.740506,-7304.120462999999,-1887.669673,-65.61403049,-16.82125652,5,0,1,0.0,306,20.4024792,2,0,0,1627,1,1.73708057,193,29.5003071,8108790,20.551,20.551,3.8930000000000002,3.444,28.795,0,4.8528838,0,0.0,0,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,5,1,4,5,3,3.4,1.066906092,2.47e-05,201.5606955,242.5122368,230.386625,201.5606955,3.444,0.0,242.5122368,242.5122368,3.41909407774657,22954.32547775685,22954.32547775685,99.0,0.8122319427253188,99.0,0.7689070424857366,0.5325546474260223,0.5214046569746261,[0.42565759],67142.98010571921,[205456.02506908],SA_PV2025,0.5214046569746261,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.5214046569746261,3.0,79477.1769256486,1,0,1,3.0,15.675971780206824,51276.88022350153,0.0,0.0,10000,8866.099882217672,70.92879905774137
17615,-1,Bolivia,1,1,17616,90.836425,-7279.185665000001,-1882.500634,-65.39003739,-16.77652927,5,0,1,0.0,230,0.8095173999999999,2,0,0,1716,1,2.08188343,193,26.3566895,8108790,22.865,22.865,4.823,2.265,27.498,0,4.466010099999999,0,0.04,3,94.65223603,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,94.65223603,0,0,0.0,0.0,0,0,3.475184405,0.04,0,1,1,3,2012,5,1,4,5,5,4.0,1.118071038,0.000305627,86.87961013,104.5311366,99.30457972,86.87961013,2.265,0.0,104.5311366,101.055952195,3.41909407774657,9565.171839397537,9894.105813947372,99.0,1.0798455583120505,99.0,1.049137005646797,0.5325546474260225,0.49436210774925204,[0.45711451],45778.389105312075,[132567.81786277],SA_PV2025,0.49436210774925204,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.49436210774925204,3.0,31400.816644486866,1,0,1,3.0,6.193454959464864,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
